X1	X2	X3	X4	X5	Y1	Y2	Y3	Y4	Y5
-0.10328431183784621	1.5165684762626332	1.6732801277442721	-0.4708008200100309	0.9999730459096471	A	B	A	B	A
0.374883640515742	-0.3881163725778827	-0.657951266715906	-0.7048476183674725	1.3844456606125584	A	B	A	B	A
-1.3737184193478589	0.03107078879350822	0.7662325613842139	0.5035131219574205	-0.5010448684474049	A	A	B	B	A
2.3889561701297906	-1.3688909634421633	-1.1946816818619617	2.0358353057846017	0.9168063788317906	A	A	B	C	B
-1.3785314259446881	-0.1370460870978949	-2.4455096627048403	1.864241808021354	0.44377883452078554	C	A	C	B	A
1.3540230696500895	-0.6501724462152096	0.23557095286834895	-0.5957923506104285	0.6637254422678134	A	A	C	C	C
-2.1589071900170005	-3.5900288609613953	-1.2250584327995508	2.513489725923926	-2.020402758003057	A	C	A	C	A
2.014958972574642	-5.212120789990946	0.6088619870702439	0.4483583440226777	-2.6596373361593617	B	C	A	C	C
-0.4224917078487488	-1.7094172458083392	1.5490180368268907	-0.4158757050496939	-0.6989711100044985	A	A	C	A	A
-0.0906077658068622	1.883405997743491	1.528546444861604	-1.5011507273511886	0.7501029057023213	C	B	B	A	A
3.5234883776294117	-1.9879218360370925	-0.8628121820648178	0.3766093711569202	0.4213007842104533	B	A	B	C	C
-0.4249692107835797	-0.7240050288964949	-1.4629978702788313	1.6646814500579368	0.784786613814127	A	C	B	C	C
-0.3009195842384793	1.625074552292423	-3.6358711430993744	2.963711655426679	1.6152029113341766	B	C	A	B	B
-1.5415491247152866	0.7051332269836066	0.6064828826214317	0.06339091727467334	0.8647968085632796	B	B	B	A	A
2.6934450826752254	-3.664271400288754	-0.20728138495224557	0.6384049202634378	-2.900556522910099	A	A	B	C	C
0.10571377384646063	1.645065083881279	-1.4484121885899373	0.9465392386683291	1.2335511714382024	A	A	C	B	A
0.4276070709202693	0.9068396327540114	0.47127222749375774	0.9982038674600895	-0.11658096279488983	A	A	B	C	C
-1.4503112486796164	-0.3270326564458731	1.4556003631809875	-0.1456195708303244	-0.31876369462417997	B	B	A	B	A
-1.3247930553900926	2.1480959369907624	2.4942279103657565	-0.9268337076077341	0.8964208142857151	B	A	C	B	A
0.15317548870860032	0.7385791394482821	0.058818905103674934	-0.19023913700114242	0.4527066718576051	A	C	B	A	C
0.00569781760929855	-1.1994872358216286	-1.1392152036170466	1.9689738009898925	-1.8363039514003314	A	C	B	C	C
4.146283046678531	0.9652546869449794	-0.9249881975230009	-0.2831146980796926	-0.8914615702546889	A	B	B	A	C
-1.3235292220746333	-1.5562359591709585	-1.1337031545415766	-0.16718333860883805	-1.423856774745224	C	B	B	B	A
-1.4201517626356766	1.2888317157856752	1.430643686004787	-0.23142733846595664	0.08327696923621028	C	B	A	B	A
1.466067100772921	0.8147829187475422	-0.04946536161525106	0.27419015449637074	-0.07496168728029991	A	A	C	A	A
-0.41673463069075445	-0.8406300929011802	0.23709940572099686	1.3375635560495867	-0.5776585896690075	A	A	C	C	A
-1.7375893858342648	1.4878233583426441	0.07232032727794657	-0.1105922239573822	1.8361150464018292	C	A	C	B	A
-1.5642962291233944	-2.3651710075966474	0.13569443914325596	-1.2389840129052592	-0.3741733222423543	C	C	A	A	A
2.0408407150738084	-0.8179148528522775	-3.2400249172789044	-0.3170065694236444	1.242452849079547	C	A	B	C	C
0.20747924465720585	1.4237268428731948	0.1870873122741985	-0.038869846333591446	1.1584580048943118	B	B	B	A	A
-0.5052116565779458	-5.431393672894649	-2.29241864263721	0.9231909113419888	-1.3545996274071448	B	C	A	C	C
0.23811420742428058	0.8661063721477888	1.4909731770024952	0.9919865302821883	1.1954191563693901	A	C	A	C	B
0.45108351660459356	-0.027052295320025455	-1.3776719352522113	-0.07541981602718752	0.3517829505550846	A	B	B	A	A
-0.6443199612879911	-2.7833590834089597	-1.3577297599102471	-0.9630943337603007	-0.4714268069364165	A	A	A	C	C
1.957435447832176	2.013250711593126	-0.34462786517137123	-0.3363125716022566	-0.6981780687040321	A	B	B	A	B
2.2289037411605475	2.0255562136099545	0.12795902783039448	-1.092441237406438	1.6268367880722796	A	B	C	B	B
-0.34199917397107044	-3.345595176448425	0.04270937230563629	0.5069329523793946	-0.6442426203011412	C	A	A	C	A
1.1268232375529177	2.795451044488919	0.6860344558713322	0.630976902969177	1.0661251234540672	A	A	B	B	B
-1.0979402712413948	-6.050285005226142	-3.461899621024524	0.9310314525103203	-1.6676690401398724	A	C	A	C	C
1.4591663058505697	0.9121716330191533	-0.6775871157250677	1.4361180941411658	-0.2049564949126132	C	C	B	A	C
-2.6828762494989395	-3.5712118202144145	-3.7403545332890307	4.00432389971723	-1.2637183652169168	B	C	C	C	A
-0.5624784966761113	0.7630825766187139	1.7580919468098943	-2.3945446758033606	1.029538522365537	C	B	C	B	A
-1.286407006585644	0.5099409782846883	1.8561625180219643	-1.9547727202812948	-0.5998286072157646	C	B	C	A	A
-2.653028592463739	-0.22354218430295458	1.4040400247360085	0.9566529278601775	-0.045788668663295604	C	C	C	C	A
0.7154673536601388	-1.3538673394259773	-1.0856398317477316	-1.5149089397984818	-0.9968310394716333	A	A	C	C	C
-1.0345251394121588	2.9168874246448064	1.4333103116028185	0.25931881818013475	1.1839052415175142	A	B	B	A	A
-0.1012621036577091	2.335197974161553	3.149888707012958	-2.1735285583331545	0.9051455352923591	B	A	C	B	A
-0.11157773346794103	2.5246972918185637	1.2444986593687266	-0.918433316179666	1.5949646222840417	C	A	B	B	A
-2.3960253268659644	-1.8040631714018223	-1.2241638545549323	2.646217983784014	-0.24019437294768625	A	C	C	C	A
-1.1919604573736642	2.875080194851143	1.677742068445304	1.334134669733427	0.073815033365369	A	A	C	B	A
1.9759016467347286	0.4298345019886327	-2.4866152165953417	-0.8220403200055795	0.4343170022325223	B	A	B	C	C
1.7349845938488002	2.5374684107710404	1.2262370591244494	0.4476311841461529	1.9760290542237788	A	A	B	A	A
-0.4950246780343244	-7.820608096161699	-5.874145039850221	2.4869608496341193	-1.694953482068966	C	C	A	C	C
1.6314684423231591	2.6885868719062898	1.933495118663457	-1.5554631619521628	0.7262538963199479	C	B	A	B	B
0.05607727845576144	-1.2252824665015571	-0.5169534286727082	-0.8867398554257838	-1.0538100487614248	A	B	B	B	A
-1.9914393305770568	-1.7647878234559071	-3.7476536812628685	3.745668721507685	-0.15295373985697316	A	C	B	C	A
-1.754518409661918	-5.098340641711992	-0.379560699755783	0.8788547943801095	-2.456855932426751	A	C	A	C	C
-3.03507215798292	1.3886126498615943	-0.05346746369916011	-0.36816758845676667	1.3652658050986393	A	A	C	B	A
0.3010308126508108	-3.3767136338122876	0.8535798749036453	-0.7221139126952023	-1.0073793128281792	A	C	A	C	C
1.8989246569133227	0.28054518476480594	0.7958548620772916	-0.46312967663547255	1.3046924395795132	C	B	A	B	B
-0.2898817026735531	1.4717496220888493	0.9604944336962993	-1.8497908544102228	1.68359244654912	C	B	C	A	A
0.23113312094538538	-4.183127254319005	-1.9672809828049973	-0.031241049745995543	-2.1948889108269323	A	A	B	C	B
1.112365538700493	3.604035305107907	-0.9457883859023257	0.7035828713048397	1.890295526036265	C	B	B	A	B
-1.6483905294821073	4.8014036466524015	2.6745592880592612	-0.9463225872651614	1.1592662616722496	B	B	B	B	A
-0.5909259014008099	-3.029632240086447	0.7944754350357239	-1.2798617935882781	-3.2614277570825534	C	B	B	C	C
2.0735938397225238	-1.903443115900082	0.14916607071016716	-1.3103012861091157	0.6264049743054466	B	A	C	C	C
2.1170644266523038	4.164375954251059	-0.0733070663237061	-1.415854722264486	2.921286142351839	A	B	B	B	B
-0.01913461799454609	-4.619622217431345	-1.3754159064516922	1.5776976065924482	-1.89677969269956	B	C	A	C	B
-0.05928556422958048	1.3135487892945057	1.8137194868882045	-1.6463576656866044	0.9587686026080031	B	B	B	B	B
-0.580640588679185	3.0613504182196225	0.5594142320025726	-1.0804838502205103	0.675294550410477	B	A	B	A	A
-1.280124223889009	3.619621168658229	0.5887078437654315	0.19548015594240192	0.40137839184148755	C	C	B	A	A
0.040938059674409194	-1.4909984984450975	-3.6197095036707765	2.3536423982457215	1.163582656006342	A	C	A	A	A
0.41351038438400256	2.244669856226553	0.08869908974285812	-1.4170701683768303	0.04923377741875848	C	B	B	B	B
2.2286863794028395	-1.9850105546986647	-3.427934154873724	-0.043797494188216664	0.26939715085020616	C	C	A	C	C
1.425808351059283	0.8373717510894654	-2.8860233215502573	3.470014418735143	1.5631805238056928	B	C	B	A	C
-0.9311725314854082	0.17536020262998397	1.045165689113829	1.5212915399299702	-1.5503107129643148	A	C	B	A	C
